ref,date,riskRating,category,location,details
SCA14.0201,2014-04-22,Minor,Bullying & Harrassment,,"[REDACTED 1] advised that she continues to receive ongoing sexual advances by a number of male Nauruans in Area 1 of OPC3 often near the playground at night. She states on the most recent occasion occurred on 20/04/14 in the evening when a male Nauruan CSO approached her and [REDACTED 2] and said when she gets out here, he'll marry her . She reported over the past 3-4 weeks, she had a Nauruan CSO attempt to hug and kiss her and invite her to a 'sexy party'"
SCA14.1250,2014-04-29,Minor,ASSAULT,"RPC1, AREA 1",ON 29/04/14 @ 11:30AM CSPW MET WITH [REDACTED 1] AND [REDACTED 2] FOR ONGOING CM. DTV FORAT ADVISED ME THAT HER SON [REDACTED 3] CURRENTLY HAS BRUISING ON HIS RIGHT BUTTOCK/THIGH ARE FOLLOWING AN INCIDENT REPORTED ON 20/04/2014 IN WHICH CSO [REDACTED 4] INTERVENED WHEN IT WAS ALLEGES [REDACTED 3] SLAPPED [REDACTED 5]
SCA14.0272,2014-06-01,Minor,,,"on 1/6/14 approx. 1130hrs while [REDACTED 1] was playing with his friends [REDACTED 2]intervened their games with children. He told her if that continued to interrupt his game ""he would fight with the kids"". Then she slapped him with her open palm across his right cheek. CSPW interviewed [REDACTED 2] with Whisky 3 CSO Tracey & cultural advisor [REDACTED 3]. No physical injuries sighted"
SCA14.0425,2014-07-08,Minor,,,CPSW advised by [REDACTED 1] that there had been an altercation with [REDACTED 2].
SCA14.0442,2014-07-10,Minor,,,[REDACTED] distressed about child's sexualised behaviour (IR dated 10/7) and concerned that she was harmed. Aggressive
SCA14.0443,2014-07-10,Minor,,,Client advised that she had been pushed by her husband during a fight three weeks ago and is a victim of domestic violence
SCA14.0450,2014-07-12,Information,,,"Client disclosed to CSPW [REDACTED] that when Rec tent is unsupervised, children enter and expose each others genitals."
SCA14.0451,2014-07-12,Minor,,,Vulnerable family report suspicions of someone trying to enter their tent at night
SCA14.0460,2014-07-16,Information,,,Interpreter advised CSPW that he had witnessed [REDACTED 1] inappropriately touch [REDACTED 2]
SCA14.0512,2014-07-26,Information,,,Client [REDACTED 1] reported to SCA worker that he had witnessed repeated physical abuse by [REDACTED 2] to his daughter [REDACTED 3] at night in his tent while sleeping
SCA14.0521,2014-07-27,Information,,,Client [REDACTED 1] disclosed to SCA worked that she had slapped her child [REDACTED 2] for the first time.
SCA14.0625,2014-08-21,Information,,,Client claims he was physically assaulted by a Nauruan CSO.
SCA14.0694,2014-08-30,Information,,,"CPSW met with [REDACTED] to provide ongoing case management. She returned from Darwin after medical treatment. Writer alleges that SERCO officers in Darwin used excessive force when managing behaviour. Was handcuffed so tightly that client received friction burns. She was kept handcuffed for a prolonged period of time and prevented her from wearing her hijab. Sustained injuries. Children were separated, and so distressed."
SCA14.0717,2014-09-05,Minor,,,[REDACTED] stated that she was not eating until DIBP met with her regarding her concerns for her safety and follow up on the investigation regarding her assault.
SCA14.0817,2014-09-29,Minor,,,"Case worker walked past [REDACTED 1] and his mother and said goodbye for the afternoon, [REDACTED 1] then said he was going to kill himself, he then went to watch [REDACTED 2] protest with intent."
SCA14.0818,2014-09-29,Major,,,"SCA staff member sighted an unknown male asylum seeker involved in a protest in volley ball area, he an injury to his forehead resulting in blood streaming down his face witnessed by unaccompanied children aged 4-7 also in the area. He was yelling in the company of a number of protestors including [REDACTED]."
SCA14.0838,2014-09-30,Information,,RPC3 - Area 9,"[REDACTED 1] advised this case worker that late yesterday afternoon (29/9/14), in the volleyball area of OPC3, she overhead a group of 10-12 teenage girls, including the above mentioned POIs ([REDACTED 2], [REDACTED 3], [REDACTED 4], [REDACTED 5], [REDACTED 6]), discussing self-harming, including lip-stitching. [REDACTED 1] states that she heard the girls saying that they 'will not let their parents commit suicide' and would prevent them from doing so by supporting them in the protest by 'taking action themselves'. [REDACTED 1] belives that this 'action' references self-harm, specifically lip-stitching.
 CSPWs will speak with relevant minors listed and respective family members to raise these concerns."
SCA14.0021,2014-01-17,Information,Bullying & Harrassment,RPC3,[REDACTED 1] has told CSO [REDACTED 2] that her nephew [REDACTED 3] will no longer be attending school. She is very unhappy and believes he is being bullied by [REDACTED 4] & [REDACTED 5]. The teacher does not help the situation and feels she is also picking on [REDACTED 3]
SCA14.0024,2014-01-17,Information,Misbehaviour,RPC3,"At approximately 1005am 17/01 [REDACTED 1] got off the school bus saying he was not going to school cause a boy was fighting with him. CSO [REDACTED 2] boarded the bus and found the other child involved, it was alleged that [REDACTED 3] was involved. CSO [REDACTED 2] to [REDACTED 1] straight to IHMS as he had scratch marks on the L side of his face, he was not distressed and IHMS said they were not concerned about the injuries, it was cleaned & [REDACTED 1] was given approval to go to school. CSO [REDACTED 2] and Save the Children escorted [REDACTED 3] from bus he was not allowed to go to school. CSO [REDACTED 2] had information from children on bus that [REDACTED 3] started the fight with gathered information. CSO [REDACTED 2] & CSO [REDACTED 4] approached both sets of parents & explain behaviour will not be accepted. [REDACTED 1] father was extremely good and aided in calming the situation - everything was sorted and both sets of parents appreciated the assistance of the Wilson's Officers"
SCA14.0054,2014-02-11,Information,Family Violence,,CSO [REDACTED 1] witnessed [REDACTED 2] being hit slapped by his aunt.
SCA14.0223,2014-05-07,Minor,Bullying & Harrassment,,Approximately 1500 [REDACTED 1] approached Fox20she's talking with CSO Archer then started to abuse [REDACTED21] using inappropriate language and remarks. [REDACTED 2] asked CSO [REDACTED 3] to get [REDACTED 1] to go away. I guided her in the direction of the rec tent - but only made fence line where verbal abuse by [REDACTED 1] continued. I told [REDACTED 1] to cease her behaviour as I could see [REDACTED 2] was becoming visually upset. CSO [REDACTED 3] spoke to SCA [REDACTED 4] who mentioned she would report to Child Protection. CSO [REDACTED 3] went to tent to speak to [REDACTED] (mother) she was not present. After checking the compound and register it appeared that [REDACTED 5] had exited the compound. On the 08/05 I checked the register it appears [REDACTED 5] did not return to Fox20 until 1835 leaving [REDACTED 6] unattendend. Please note [REDACTED 1] has not attended school for 2 days the week.
SCA14.1011,2014-10-28,Minor,Suicidal Ideation,RPC1 School,"[REDACTED] informed case worker that she is tired of her life nd hates herself, ongoing deteriation of mental heath"
SCA14.1050,2014-11-07,Minor,,,[REDACTED] was observed biting her hand and having difficulty breathing. She was taken to IHMS
SCA14.0017,2014-01-14,Minor,Fighting,NSS,"On Tuesday, 14 January 2014 at 1200hrs, [REDACTED 1], CSWP, received a telephone call from [REDACTED 2], the teacher in charge at NSS. [REDACTED 2] advised that a student, [REDACTED 3], had been involved in numerous fights during the morning. [REDACTED 3] was apparently becoming a disruptive influence within the school area. CSPW arranged for transport to the school to speak with [REDACTED 3] & teaching staff.
 On arrival at the school, CSPW located [REDACTED 3] who was completing school work in the school yard. When asked what had happened, [REDACTED 3] bcame emotional. [REDACTED 3] explained he had been punched by another student and retaliated however he had also fought with other students not involved."
SCA14.0015,2014-01-14,Minor,Fighting,RPC3,"At 8:40am 14/01/14 whilest conducting my duties at Whiskey 3 I noticed child transferee [REDACTED 1] had several fresh scratches to his face. I spoke to his father [REDACTED 1] who told me that his son had a fight with another boy, [REDACTED 2] yesterday evening. I then had a coversation with [REDACTED 3], father of [REDACTED 2]. At this time I ntoiced [REDACTED 2] also had scratches to his face. The fight was over a packet of potato chips. Both fathers refused to present their boys to IHMS for assessment and both are of the opinion the dispute is over. They also stated that no security staff from the previous shift were aware of the dispute. Both father requested that the matter be taken not further."
SCA14.0003,2014-01-05,Minor,Fighting,,Physical altercation between father of [REDACTED 1] and father of [REDACTED 2] over a fight between their children.
SCA14.0226,2014-05-08,Information,Accident / Injury,,At 1400 CSO [REDACTED 1] Noticed [REDACTED 2] holding his right arm. He told CSO [REDACTED 1] [REDACTED 3] had bitten him as they were playing. QNK004 was taken to staff room where first aid was applied by SCA staff. The bite mark appeared bruised and had drawn a small amount of blood. Once first aid was applied [REDACTED 2] went back to join his class.
SCA14.0225,2014-05-08,,Bullying & Harrassment,,"[REDACTED 1] seen touching [REDACTED 2] inappropriately (in crotch area). When stopped by teacher,[REDACTED 1] said '[REDACTED 2] was doing it too'.[REDACTED 1]'s case worker was notified."
SCA14.0745,2014-09-16,Major,Misbehaviour,RPC3 - Playgroup tent,"At school today I spoke individually to children to find out who was involved in breaking into the playgroup tent in RPC3 on 14/9. All the above children confirmed their involvement.
 [REDACTED 1] came to school on 15/9 with a spiderman outfit that I have since confirmed was stolen from the tent. He also admitted to stealing this. The children were in agreement that the following items were stolen: [REDACTED 2] (Ben 10/Superman outfit, trains, cars), [REDACTED 1] (Spiderman outfit, cars, books, puzzles), [REDACTED 3] and [REDACTED 4] (Cat & dog puppets, drawing materials), [REDACTED 5] (drawing materials).
 [REDACTED 6] claimed to be 'watching' only and said he called Security but I have not confirmed if this is true. He was definitely present. The children seem unaware of the damage they have caused an how their actions have affected the playgroup. There needs to be some consequences for their actions."
SCA14.0766,2014-09-23,Minor,Misbehaviour,RPC1 - School,During developmental play sessions [REDACTED 1] has been observed on 2 occasions taking part in inappropriate behaviour with dolls/barbies. The first time this was observed by '[REDACTED 2]' prior to me arriving on island. I immediately [REDACTED 1]'s Caseworker '[REDACTED 3]' on 9th September when [REDACTED 2] told me of the incident. I later observed [REDACTED 1] taking part in the same behaviour again. He took the dolls clothes off and kissed their private area. He also encouraged other children to kiss the first dolls private area. I have also had children in the class complain that [REDACTED 1] sometimes looks under the toilet door when they are inside and laughs and makes comments. I have not observed this myself.
SCA14.1021,2014-10-31,Information,Concern for minor raised,RPC1 school,ONE STUDENT BEING INAPPROPRIATE WITH TOYS
SCA14.0486,2014-07-21,Minor,,,Sporting injury on soccer pitch at RPC1 between client [REDACTED 1] and [REDACTED 2]
SCA14.0178,2014-04-11,Minor,Accident / Injury,,Report on altercation on 12/4/14 at Disco. Nail marks and bruising on [REDACTED]
SCA14.0060,2014-02-17,Minor,Fighting,,[REDACTED 1] threw ball at mirror and verbally abused [REDACTED 2]. [REDACTED 3] then started fighting with [REDACTED 1]. [REDACTED 3] also said that [REDACTED 4] ([REDACTED 2]'s father) kicked him.
SCA14.0166,2014-04-05,Minor,Misbehaviour,,Wilsons guards [REDACTED 1] and [REDACTED 2] confiscated an alleged weapon from [REDACTED 3]. Guards also reported that [REDACTED 3] attempted attempted to assault [REDACTED 4]. [REDACTED 3] stated that [REDACTED 4] has climbed under the fence and [REDACTED 3] was merely trying to pull her back in.
SCA14.0183,2014-04-14,Minor,Bullying & Harrassment,,[REDACTED 1] has claimed that he and his son have been racially abused by [REDACTED 2]
SCA14.0184,2014-04-14,Major,Bullying & Harrassment,,Alleged Threat to sexually assult [REDACTED 1] by [REDACTED 2]
SCA14.0265,2014-05-27,Minor,,,[REDACTED 1] used course language abusively to [REDACTED 2] about Local staff ([REDACTED 3]) and [REDACTED 4] stated that [REDACTED 1] taunts him regularly. CSPW reported case to Manager.
SCA14.0267,2014-05-28,Major,,,[REDACTED] reported to CSPW that 2 local boys have been using in appropriate language to her constantly. Matter has been reported to Principal and the students Parents.
SCA14.0452,2014-07-12,Minor,,,Electric shock from faulty fan
SCA14.0456,2014-07-14,Information,,,CM identified a hazard where the [REDACTED] family had attached the cords of 2 fans together
SCA14.0469,2014-07-18,Information,,,"Caseworker saw client [REDACTED] (minor) with another child sucking on a lollypop and eating chewing gum, both clients stated that a officer gave them the lollies at Fox 7, after they got off bus from school."
SCA14.0490,2014-07-22,Information,,,"CSA worker witnessed client [REDACTED] (minor) being pinched by a adult male client and slapped on the bottom by another client, child stated that there are two other men that also pinch and hurt her daily."
SCA14.0493,2014-07-22,Information,,,"SCA Worker witnessed client [REDACTED 1] leaning her back into the crotch of Officer [REDACTED 2], other young girls were touching the officer. Worker asked client and other girls to leave the officer, which they did."
SCA14.0505,2014-07-24,Minor,,,Client [REDACTED 1] stated to SCA worker that her fan had been removed from her tent due to damage on 20/07/2014 and had not been replaced. Client stated she and her child [REDACTED 2] experienced heat exhaustion and it was effecting his behaviour
SCA14.0509,2014-07-25,Information,,,[REDACTED 1] (minor) has complained that SCA teacher [REDACTED 2] has been harassing him - ongoing. Client stated that [REDACTED 2] closed the fridge door on his hand when he attempted to get water out of it.
SCA14.0510,2014-07-25,Information,,,SCA worker witnessed clients [REDACTED 1] and [REDACTED 2] being verbally harassed by client [REDACTED 2]
SCA14.0077,2014-02-25,Minor,Complaint,,[REDACTED 1] hit [REDACTED 2] in the face splitting his lip. [REDACTED 1] taken o IHMS nurses tent.
SCA14.0158,2014-04-03,Information,Concern for minor raised,,A physical altercation between [REDACTED 1] & [REDACTED 2] in classroom
SCA14.0250,2014-05-20,Minor,,,"[REDACTED 1] refused to get on bus to return to OPC3, wanted to play on the soccer pitch. Security tried to assist, however [REDACTED 1] continued to refuse. UAM staff eventually transported [REDACTED 1] in their own car."
