ref,date,reclassified,"riskRating",category,details
SCA15.0572,02/09/2015,NO,MINOR,SELF HARM THREAT,"SENIOR CASEWORKER [REDACTED] ATTENDED [REDACTED] AND [REDACTED] ACCOMMODATION. [REDACTED] REMAINED IN HER BED AND DID NOT GREET OR ENGAGE WITH SCW.
 [REDACTED] INFORMED SCW THAT [REDACTED] HAD AN IHMS MEDICAL APPOINTMENT TODAY AND WAS INFORMED THAT SHE HAS DIABETES, AND WILL REQUIRE A NUMBER OF MEDICAL TESTS TO DETERMINE ANY OTHER MEDICAL CONDITIONS. [REDACTED] STATED THAT THE DOCTOR HAD ASKED [REDACTED] IF THERE IS A HISTORY OF CANCER IN THE FAMILY AND ADVISED THAT SHE WOULD REQUIRE A SPECIALIST APPOINTMENT FOR FURTHER INVESTIGATION. [REDACTED] STATED THAT THIS IS PUTTING INCREASED PRESSURE ON HIS FAMILY AS [REDACTED] IS NOT MENTALLY WELL DUE TO BEING SEPARATED FROM [REDACTED].
 [REDACTED] REPORTED THAT ON THE BUS RETURNING TO RPC3, [REDACTED] WAS DISPLAYING INCREASED THOUGHTS OF HOPELESSNESS AND HE ADVISED THAT HE HAS SIGNIFICANT CONCERNS FOR HER MENTAL HEALTH. [REDACTED] REPORTS THAT [REDACTED] HAS TRIED TO COMMIT SUICIDE BEFORE AND HE BELIEVES THAT SHE WILL TRY AGAIN AS SHE FEELS THAT THERE IS NO HOPE FOR HER AND HER FAMILY. [REDACTED] STATED THAT [REDACTED] HAD PREVIOUSLY BEEN CRYING CONSISTENTLY AND HAS NOW STOPPED CRYING ALTOGETHER. [REDACTED] ADVISED THAT HE FINDS THIS CHANGE IN BEHAVIOUR TO BE CONCERNING.
 [REDACTED] IDENTIFIED THAT HE WOULD WATCH HIS MOTHER CLOSELY AND TRY TO PREVENT ANY INCIDENTS, THOUGH CONCEDED THAT HE CANNOT SEE EVERYTHING AND STATED THAT HE MAY NOT BE ABLE TO PREVENT HER FROM COMMITTING SUICIDE.
 [REDACTED] CONFIRMED THAT [REDACTED] HAD ENGAGED WITH IHMS MENTAL HEALTH SERVICES TODAY."
SCA15.0573,02/09/2015,NO,MINOR,SELF HARM THREAT,"TODAY AT 16:50, RECREATION WORKER [REDACTED] WAS SITTING WITH [REDACTED] IN T E VOLLEYBALL COURT WHEN [REDACTED] APPEARED FRUSTRATED AND YELLED AT WORKER ""TELL [REDACTED] TO STOP HITTING M OR I WILL HIT MY HEAD WITH A ROCK"". [REDACTED] GESTURED WITH HIS HAND HOWEVER HE WAS HOLDING NO ROCKS. [REDACTED] ISOLATED [REDACTED] FROM THE INCIDENT TO DISCUSS FURTHER. [REDACTED] SPOKE WITH [REDACTED] ABOUT THE SERIOUSNESS OF THIS AND HE STATED ""I WA ONLY JOKING. I'M NOT REALLY GOING TO HIT MY HEAD WITH A ROCK"", [REDACTED] ASKED RECREATION WORKER [REDACTED] TO NOT TELL ANYONE, HOW VER [REDACTED] STATED SHE HAD TO TELL SOMEONE BECAUSE SHE WAS WORRIED ABOUT HIM AND WANTED TO MAKE SURE HE WAS SAFE [REDACTED] ACCEPTED THIS AND WAS IN GOOD SPIRITS WHEN HE LEFT TO GO PLAY WITH THE OTHER CHILDREN.
 AT 17:10 SCA STAFF MEMBER [REDACTED] APPROACHED [REDACTED] TO FURTHER CONVERSATION ON WHAT HE HAD STATED, AS HE WAS ASKING 'WHAT WILL [REDACTED] SAY ABOUT ME"". [REDACTED] EXPLAINED THIS, AND AFTERWARD [REDACTED] APPEARED SUBDUED QUIET. AFTER 10 MINUTES OF SITTING IN SILENCE WITH HIS HEAD TO THE GROUND [REDACTED] SAID ""MY [REDACTED] WILL HIT ME"". [REDACTED] ASKED WHAT BROTHER WHERE [REDACTED] REPLIED ""MY [REDACTED]"". [REDACTED] APPROACHED [REDACTED], OF [REDACTED] AND STATED THAT [REDACTED] WAS NOT IN TROUBLE BUT AS HE HAD SAID TO STAFF MEMBER [REDACTED] THAT HE WAS GOING TO HURT HIMSELF WITH A R CK, EVEN THOUGH HE WAS JUST JOKING THAT WE HAD TO REPORT IT AS IT IS A PART OF OUR DUTY OF CARE. [REDACTED] THEN SPOKE TO [REDACTED] IN ARABIC, TO WHERE [REDACTED] BEGAN TO CRY UNCONTROLLABLY. [REDACTED] COMFORTED [REDACTED] , HOWEVER HE REMAINED IN A HEIGHTENED STATE. APPROXIMATELY 15 MINUTES AFTER THIS, [REDACTED] STATED ""MY [REDACTED] AND MY [REDACTED] WILL HIT ME AND BURN ME. [REDACTED] CONTINUED TO STAY WITH [REDACTED] UNTIL HE CALMED DOWN AND WENT TO THE MESS FOR DINNER."
SCA15.0574,03/09/2015,NO,CRITICAL,Assault on a Minor,"AT 1330, ASYLUM SEEKER [REDACTED] APPROACHED SAVE THE CHILDREN (SCA) CASE WORKER (CW) [REDACTED] IN THE MESS AT RPC3. [REDACTED] WAS CRYING AND WAS OBSERVED TO BE VERY SHAKEN. [REDACTED] AND [REDACTED] SAT OUTSIDE WHERE [REDACTED] REPORTED THAT A WILSONS SECURITY GUARD HAD JUST HIT HIM. [REDACTED] EXPLAINED TO [REDACTED] THAT HE WAS IN TENT [REDACTED] WITH [REDACTED], [REDACTED] AND [REDACTED] WHEN A SECURITY GUARD ENTERED AND YELLED AT THEM, ""HY ARE YOU IN HERE?"". [REDACTED] THEN REPORTED THAT THE SECURITY GUARD GRABBED HIM AROUND THE THROAT AND HIT HIS HEAD AGAINST THE GROUND TWICE. [REDACTED] ALSO SAID THAT THE SECURITY GUARD THREW A CHAIR ON HIM AND SHOWED [REDACTED] A RED RAISED MARK ON HIS ARM. AT THIS STAGE, [REDACTED], [REDACTED] AND [REDACTED] HAD JOINED THE CONVERSATION AND ALL CONFIRMED WHAT [REDACTED] HAD REPORTED. [REDACTED] ASKED [REDACTED] TO SHOW HER WHO THE SECURITY GUARD WAS. THE CHILDREN LEAD CW TO AREA 10 AND POINTED AT A MALE SECURITY GUARD, WHO WAS LATE IDENTIFIED BY CW [REDACTED] AS [REDACTED]. [REDACTED] SAID ""HE HIT ME"". [REDACTED] THEN ASKED [REDACTED] ""WHY DID YOU HIT ME?"". [REDACTED] THEN MOVED TOWARDS [REDACTED] AND IN A RAISED VOICE RESPONDED DID YOU COME IN HERE, YOU ARE NOT ALLOWED IN HERE, GET OUT OF HERE"". [REDACTED] THEN LEAD THE CHILDREN OUT OF AREA 10. A NUMBER OF OTHER ASYLUM SEEKERS APPROACHED THE CHILDREN AND WERE SPEAKING IN ARABIC ABOUT THE INCIDENT. AT THIS TIME, [REDACTED] LEFT THE CONVERSATION IN ORDER TO PHONE CONTROL."
SCA15.0577,03/09/2015,NO,INFORMATION,INFORMATION,"ON 03/09/2015 [REDACTED] INFORMED SAVE THE CHILDREN AUSTRALIA CASE WORKER (CW) [REDACTED] THAT SHE HAD BEEN ADVISED BY A NAURUAN FEMALE WITHIN RPC3 (IDENTITY NOT DISCLOSED) NOT TO PRESS CHARGES AGAINST A NAURUAN SECURITY GUARD ([REDACTED]) WHO ALLEGEDLY PHYSICALLY ASSAULTED HER SON [REDACTED] ([REDACTED], [REDACTED]YS). [REDACTED] REPORTED TO CW THAT THE NAURUAN WOMAN INFORMED HER THAT HER FAMILY WILL BE IN DANGER DURING OPEN CENTRE VISITS SHOULD THERE BE A POLICE INVESTIGATION.
 ON 04/09/2015 AT 1030, ASYLUM SEEKERS [REDACTED], [REDACTED] AND [REDACTED] ([REDACTED], FATHER) MET WITH NAURU POLICE FORCE (NPF) AT RPCI. THE PURPOSE OF THE INTERVIEW WAS TO INVESTIGATE A PHYSICAL ASSAULT ALLEGATION THAT [REDACTED] HAD MADE AGAINST A LOCAL SECURITY GUARD (IDENTIFIED AS [REDACTED]) ON 03/09/2015. ALSO PRESENT WAS [REDACTED] INTERPRETER (T IS), [REDACTED] (SCA) AND [REDACTED] ([REDACTED], [REDACTED]YS). AFTER [REDACTED] HAD COMPLETED HIS STATEMENT, [REDACTED] AND [REDACTED] REQUESTED FOR A FORMAL INVESTIGATION NOT TO TAKE PLACE, AS IT IS AGAINST THEIR RELIGION TO TAKE ANOTHER PERSON'S ""SUSTENANCE"" (EXPLAINED AS OPPORTUNITY FOR EMPLOYMENT TO PROVIDE FOR A FAMILY). CW EXPLAINED THAT THE FAMILY WOULD NOT DIRECTLY BE TAKING THE SECURITY GUARD'S JOB AND THAT HIS LOSS OF EMPLOYMENT WOULD BE DECIDED BY THE LAW AS A RESULT OF HIS ACTION. THE FAMILY INSISTED THAT THEY DO NOT WANT THIS TO TAKE PLACE. CONSTABLE [REDACTED] (NPF) ACCEPTED THIS DECISION AND RESPONDED THAT THE CASE WILL REMAIN OPEN SHOULD THE PARENTS CHANGE THEIR MIND."
SCA15.0575,05/09/2015,NO,MAJOR,Accident / Injury,"ON 5 SEPTEMBER 2015 AT APPROXIMATELY 1430HRS SAVE THE CHILDREN CASEWORKER [REDACTED] WAS SITTING IN THE PLAYGROUND AREA WITH [REDACTED]), [REDACTED] , [REDACTED) AND ARABIC INTERPRETER [REDACTED]. ALSO PRESENT WERE ONO OTHER FEMALE ASYLUM SEEKERS (NAMES UNKNOWN) AND SMALL CHILDREN (NAMES UNKNOWN).
 CW [REDACTED] OBSERVED [REDACTED] PLAYING ON THE PLAYGROUND EQUIPMENT AND SWINGING FROM THE MONKEY BARS. [REDACTED] APPEARED TO LOSE HIS GRIP ON THE BARS AND FALL TO THE GROUND. CW [REDACTED] OBSERVED [REDACTED] LOOK UP AND GRAB HIS ARM BEFORE SCREAMING OUT. [REDACTED] HAS RUN OVER TO [REDACTED] AND CW [REDACTED] AND THE INTERPRETER HAVE GUIDED [REDACTED] AND [REDACTED] TOWARDS THE VOLLEYBALL COURT WHILE [REDACTED] RAN DOWN TO THE VOLLEY BALL AREA TO ALERT WILSON'S SECURITY. [REDACTED] WAS THEN SUPPORTED TO THE IHMS TENT BY WILSONS SECURITY CW [REDACTED] AND INTERPRETER ASSISTED IN CALMING THE PARENT AND [REDACTED] AT IHMS RPC3."
SCA15.0576,06/09/2015,NO,MINOR,ASSAULT,"AT APPROXIMATELY 2118HRS WHILE POSTED AT STATIC POST FOXTROT 20, CLIENT SERVICES OFFICER (CSO) [REDACTED] HEARD YELLING COMING FROM TENT [REDACTED]. ON ENTERING THE ROOM SHE SAW [REDACTED] LYING ON HER BACK ON THE GROUND WITH [REDACTED] STANDING OVER HER. THEY WERE SCREAMING AT EACH OTHER. THERE WERE APPROXIMATELY 6 FURTHER FEMALE ASYLUM SEEKERS INSIDE THE ROOM AS WELL. CSO'S [REDACTED] AND [REDACTED] WERE AT THE BACK OF THE TENT ATTEMPTING TO SEPARATE [REDACTED] AND [REDACTED]. A THIRD FEMALE ASYLUM SEEKER [REDACTED] WAS ALSO SCREAMING] AT [REDACTED]. CSO [REDACTED] CALLED A CODE BLACK OVER THE RADIO FOR ASSISTANCE TO TENT [REDACTED]. FURTHER CSO'S ARRIVED AND MOVED ONLOOKING ASYLUM SEEKERS OUT OF THE ROOM AND AWAY FROM THE TENT. CSO [REDACTED] HAS ATTEMPTED TO CALM THE SITUATION. [REDACTED] HAS MOVED AGGRESSIVELY TOWARDS [REDACTED] WHO HAS KICKED OUT AT HER. THIS HAS INFLAMED THE SITUATION WITH BOTH PARTIES ATTEMPTING TO REACH OUT AND STRIKE THE OTHER. CSO [REDACTED] HAS HELD ONTO THE ARMS OF[REDACTED] TO STOP HER FROM STRIKING [REDACTED]. FROM BEHIND, CSO [REDACTED] HELD ONTO THE FLAILING ARMS OF [REDACTED] TO PREVENT HER FROM STRIKING [REDACTED]. CSO [REDACTED] HAS MOVED HER OUT OF THE ROOM AWAY FROM [REDACTED]1. CSO [REDACTED] ASSISTED [REDACTED] TO HER FEET AND LED HER OUT OF THE TENT. NO INJURIES WERE SUSTAINED BY [REDACTED] AND [REDACTED] AS A RESULT OF BEING SEPARATED BY ATTENDING CSO'S. THE PARTIES WERE KEPT SEPARATED AND SEEN BY INTERNATIONAL HEALTH MEDICAL SERVICES (IHMS). [REDACTED] SUSTAINED A SMALL SCRATCH TO HER RIGHT UPPER CHEEK AND A SORE LEFT HAND. [REDACTED] SUSTAINED MINOR SCRATCHES TO HER LEFT AND RIGHT LEGS. SHE CLAIMS HER HAIR WAS PULLED. [REDACTED] HAD A SORE RIGHT HAND. [REDACTED] ASKED FOR NAURU POLICE FORCE TO ATTEND THE INCIDENT."
SCA15.0578,07/09/2015,NO,MINOR,DISTURBANCE,SCA COMMUNITY HEALTH NURSE(CHN)[REDACTED] WAS LEAVING AREA 9 AND NOTED [REDACTED] ([REDACTED]YRS) WALKING INTO THE AREA 9 AND MAKING HIS WAY IN THE DIRECTION OF THE EARLY EDUCATION SPACE IN AREA 9. CHN ASKED [REDACTED] WHERE HE WAS GOING AND HE SAID HE WAS GOING TO GIVE BACK A TOY TO HIS FRIEND. CHN ASKED CLIENT WHERE WAS HIS MOTHER AND FATHER AND HE SAID HE WAS GOING TO HIS MOTHER NOW AND THAT FATHER WAS NOT IN CAMP AT THE MOMENT. CHN FOLLOWED CHILD BACK TO HIS ACCOMMODATION SPACE IN AREA 1. ON ARRIVING AT ACCOMMODATION SPACE CHN FOUND MOTHER G[REDACTED] TRYING TO PUT HER CULTURALLY APPROPRIATE CLOTHES ON SO THAT SHE COULD FOLLOW HER CHILD. [REDACTED] IS ADVANCED IN HER PREGNANCY AND THIS IMPEDES HER ABILITY TO MOVE QUICKLY.
SCA15.0579,08/09/2015,NO,MINOR,Abusive / Aggressive Behaviour,"AT 8:30 PM, SCA STAFF MEMBER [REDACTED] WITNESSED [REDACTED] AND [REDACTED] HAVING A PHYSICAL ALTERCATION WITH EACH AFTER A DISAGREEMENT WITH A GAME OF PING PONG. NO PHYSICAL RESTRAINT WAS NECESSARY TO BREAK THIS ALTERCATION UP. NO PHYSICAL INJURY WAS ACQUIRED ON EITHER OF THE ASYLUM SEEKERS. [REDACTED] LEFT ME AREA AFTER THIS ALTERCATION APPEARING IN A CAIRN STATE. [REDACTED] RE-ENGAGED IN THE SESSION BY WATCHING TELEVISION, APPEARING IN A CALM STATE."
SCA15.0708,08/09/2015,NO,INFORMATION,INFORMATION,"AT THE ABOVE STATED DATE AND TIME WHISKEY THREE APHA[REDACTED], ENTERED AREA 10 ON ESCORT DUTIES. WHILE ON DUTY WHISKEY THREE ALPHA [REDACTED] NOTICED THREE ASYLUM SEEKER MINORS ENTER. SHE CALLED OUT TO THEM TO LEAVE THE AREA AS IT WAS BEING PREPARED FOR AN ADULT MEETING AREA.
 AL THREE ASYLUM SEEKERS IDENTIFIED AS [REDACTED], [REDACTED] AND [REDACTED] CONTINUED TO ENTER INTO THE AREA. AGAIN THEY WERE ASKED TO LEAVE BY WHISKEY THREE APHA [REDACTED].
 AL THREE ASYLUM SEEKER MINORS MADE THEIR WAY INTO THE MALE ABLUTION BLOCK AND PROCEEDED TO LOCK THE DOOR. WHISKEY THREE ALPHA [REDACTED] ALERTED ROMEO I [REDACTED] TO THE INCIDENT. THE MOTHER OF [REDACTED], [REDACTED] WAS INFORMED OF THE INCIDENT AND ASKED TO ATTEND TO REMOVE HER SON AND THE OTHER TWO ASYLUM SEEKERS FROM THE ABLUTIONS BLOCK. AL THREE ASYLUM SEEKERS LEFT THE AREA ONCE [REDACTED] ARRIVED"
SCA15.0580,09/09/2015,NO,MINOR,SELF HARM THREAT,"SCA CW, [REDACTED] WAS SITTING WITH SCA ADULT RECREATION STAFF MEMBERS [REDACTED] AND [REDACTED] WITH [REDACTED]. [REDACTED]A WAS IN CONVERSATION WITH [REDACTED] DISCUSSING HOW SHE IS NOT FEELING GOOD AND [REDACTED] ASKED HER IF THERE WAS ANYTHING THAT COULD BE DONE TO IMPROVE THE SITUATION .[REDACTED] REPLIED 'ONLY SUICIDE', AND THEN CONTINUED THE CONVERSATION. [REDACTED] BROWN THEN CLARIFIED [REDACTED]'S STATEMENT. FOLLOWING THIS CONVERSATION [REDACTED] CONTINUED TO ENGAGE WITH STAFF AROUND OTHER TOPICS LAUGHING AND JOKING. AFTER APPROXIMATELY 10 MINUTES [REDACTED] DISENGAGED WITH THE CONVERSATION AFTER A GROUP OF UNKNOWN CHILDREN JOINED THE CONVERSATION AT THE TABLE, [REDACTED] IDENTIFIED THAT THE SOUND THEY WERE MAKING WAS DISTRESSING HER AND LEFT THE AREA [REDACTED] DID NOT INDICATE ANY PLANS TO SUICIDE AND EARLIER IN THE CONVERSATION DEMONSTRATED FUTURE PLANNING DISCUSSING TWO APPOINTMENTS SHE WAS SEEKING WITH SERVICE PROVIDERS."
SCA15.0581,09/09/2015,NO,MINOR,Assault on a Minor,"[REDACTED] ([REDACTED] YEARS OLD) MISPLACED HER UMBRELLA. WHEN IT COULD NOT BE FOUND SHE SAID ""MY MUM WILL HIT ME"". AFTER HEARING THIS, [REDACTED] ([REDACTED] YEARS OLD) EXPLAINED THAT HER EARRING WAS LOST AND THAT IF SHE DID NOT FIND IT HER MOTHER WOULD HIT HER. [REDACTED] (SCA) ASKED IF THEY REALLY THOUGHT THEIR MUMS WOULD HIT THEM AND THEY BOTH SAID NO. THE UMBRELLA WAS FOUND AND THE GIRLS APPEARED HAPPY AND CONFIDENT GOING HOME. [REDACTED] INFORMED CASE WORKERS"
SCA15.0582,09/09/2015,NO,MINOR,Self-Harm Threat,"CW [REDACTED] AT AROUND 1000 VISITED [REDACTED] IN AREA 1 OUTSIDE TENT [REDACTED]. [REDACTED] DISCLOSED THE FOLLOWING TO CW [REDACTED]: “IF I AM FORCED TO GO TO PNG TO HAVE MY BABY, I WILL KILL MYSELF AND MY BABY"". ""THEY CANNOT MAKE ME GO AND THEY WILL HAVE THE DEATH OF MY BABY AND ME, AS I WILL HAVE MY BABY IN MY TENT AND DIE”. [REDACTED] REPORTED SHE HAD NOT BEEN SLEEPING OR EATING OVER THE LAST FEW DAYS. CW EXPLORED IF [REDACTED] HAS A PLAN TO SELF-HARM, [REDACTED] INFORMED CW [REDACTED] THAT SHE DID NOT HAVE AN IMMEDIATE PLAN OR INTENTION TO SELF-HARM, [REDACTED] CLARIFIED THAT THIS WOULD ONLY BE IN RESPONSE TO RECEIVING NEWS REGARDING THE BIRTH OF HER CHILD AS STATED ABOVE. CW EXPLORED WITH HER ATTENDING IHMS MENTAL HEALTH AND ALSO EXPLORED WITH HER DISCUSSING HER PREGNANCY AND BIRTH WITH IHMS. [REDACTED] AGREED TO SPEAK TO IHMS MENTAL HEALTH BUT EXPLAINED SHE WAS TOO EMOTIONAL TO SPEAK TO IHMS MEDICAL. [REDACTED] WAS VERY EMOTIONAL DURING CONVERSATION WITH CW"
SCA15.0586,09/09/2015,NO,MINOR,Self-Harm Threat,"AT APPROX. 11 WHILST IN CONVERSATION WITH SAVE THE CHILDREN CASE WORKER, [REDACTED], [REDACTED] AND [REDACTED] DISCLOSED THE FOLLOWING INFORMATION. THE FAMILY, INCLUDING THEIR SON, [REDACTED] ([REDACTED], [REDACTED] YEARS OLD), WERE ALL SEATED AT THE ECHO WAITING FOR THE BUS TO ATTEND OPEN CENTRE. [REDACTED] STATED THE FOLLOWING: THAT THEY COULD NOT TRUST IHMS. HE REPORTED THAT IHMS ARE NOT COMMUNICATING WITH THE INFORMATION OF WHERE GOLESTAN WILL GIVE BIRTH AND THAT THEY HAVE BEEN GIVEN INSUFFICIENT INFORMATION BY IHMS ABOUT THEIR SON DIAGNOSIS OF TUBERCULOSIS (TB). IHMS WOULD NOT TAKE RESPONSIBILITY IF [REDACTED] WAS TO DIE AND SO [REDACTED] WANTS HIS ENTIRE FAMILY TO DIE. [REDACTED] STATED THAT HE WANTED TO KILL HIMSELF BUT DID NOT ILLICIT A PLAN AND SAID REPEATEDLY 'FUCK THIS PLACE, I WANT TO DIE'. [REDACTED] STATED THE FOLLOWING: THAT SHE WANTED TO DIE. [REDACTED] STATED THAT SHE WOULD KILL HERSELF IF THE FAMILY HAD TO GO TO PAPUA NEW GUINEA (PNG), HER COUSIN WAS [REDACTED]THE ASYLUM SEEKER WHO DIED IN MANUS ISLAND AND SO SHE WAS FEARFUL OF GOING TO PNG. [REDACTED] STATED THAT SHE DID NOT CARE ABOUT ATTENDING IHMS AND WAS NOT CONCERNED IF HARM CAME TO HER AND HER UNBORN CHILD. THAT SHE DID NOT WANT TO EVEN HAVE THE UNBORN CHILD ANYMORE. CW ATTEMPTED TO ILLICIT INFORMATION TO IDENTIFY IF A PLAN TO SELF-HARM HAD BEEN MADE. THE FAMILY DID NOT DISCLOSE A PLAN TO SELF HARM. THEY STATED THAT THEY WOULD BE ATTENDING THEIR FRIEND'S HOME IN THE REFUGEE COMMUNITY TO SEEK AIR-CONDITIONING AND WOULD RETURN BY 6PM. [REDACTED] WAS PRESENT DURING THIS CONVERSATION."
SCA15.0585,10/09/2015,NO,MINOR,Abusive / Aggressive Behaviour,"[REDACTED], [REDACTED] AND [REDACTED] ALL MINORS WERE IN ATTENDANCE AT THE 16:00HRS RECREATION YOUTH DROP IN SESSION. THE SECURITY GUARD ON DUTY AT THE DESK IN AREA 10 (NAME UNKNOWN) ENTERED THE TENT WITH A WOODEN BROOM AND SAID ABOUT THE ABOVE CLIENTS "" THESE BOYS HAVE BEEN TEASING ME ALL DAY, SINCE 11 O'CLOCK THIS MORNING"" THE BOYS REPLIED ""THE SECURITY ON DUTY EARLIER LET US IN"". I [REDACTED] SCA RECREATION STAFF EXPLAINED THAT SAVE THE CHILDREN STAFF WERE NOT ON DUTY IN THE AREA UNTIL 10:00 AM UNTIL THE RECREATION SESSIONS STARTED AND IF THERE WERE ISSUES OUTSIDE OF THE SCHEDULED RECREATION TIMES THEN HE NEEDED TO SPEAK WITH HIS MANAGER. THE BOYS EXPRESSED FRUSTRATION ABOUT BORED IN THE CAMP, THE HEAT IN THE CAMP AND EXPLAINED THAT THEY WERE IN AREA 10 TO USE THE AIR CONDITIONED TENT WITH THE TELEVISION. THE SECURITY GUARD LEFT THE TENT STATING "" THEY SHOULD GO BACK TO THEIR COUNTRY AND GET OUT OF NAURU"""
SCA15.0709,10/09/2015,NO,INFORMATION,INFORMATION,"AT THE ABOVE DATE AND TIME I WAS PERFORMING MY DUTIES AS ROMEO 3 WHEN I WAS CALLED TO FOXTROT 30 INSIDE THE SECURED AREA WERE 3 MALE TEENAGE ASYLUM SEEKERS. [REDACTED], [REDACTED] AND [REDACTED] WERE RUNNING AROUND THE TENTS. I CALLED FOR ASSISTANCE, UNLOCKED GATE 10.4 AND ENTERED TO REMOVE THE ASYLUM SEEKERS FROM AREA. AFTER SPEAKING WITH THE ASYLUM SEEKERS I WAS ABLE TO PERSUADE THEM TO EXIT AREA 10 AND I PROCEEDED TO SECURE THE AREA."
SCA15.0584,11/09/2015,YES,MINOR,PROPERTY DAMAGE,"AT 4PM RECREATION WORKERS [REDACTED] , [REDACTED] AND [REDACTED] ENTERED TENT [REDACTED] IN AREA 10 TO FIND BOOKS, PAPER AND RUBBISH STREWN AROUND THE PLACE. THE CHILDREN ATTENDING THIS SESSION WERE ASKED TO CLEAN THE SPACE UP BEFORE RECREATION WOULD START. [REDACTED] INQUIRED WITH SECURITY AT THE POST IN AREA 10 AS TO WHY THE CHILDREN WERE ALLOWED INTO THE SPACE. SECURITY STATED THAT THEY WERE NOT IN THAT AREA AT THE TIME, BEING THAT THEY HAD SWITCHED WITH THE PREVIOUS SECURITY MEMBERS. IT WAS ALLEGED BY OTHER CHILDREN THAT THE CHILDREN INVOLVED IN MAKING THE MESS WAS [REDACTED], [REDACTED], [REDACTED], [REDACTED] , HOWEVER THIS COULD NOT BE SUBSTANTIATED."
SCA15.0583,12/09/2015,NO,MAJOR,SEXUAL ASSAULT,"CASE WORKER (CW) [REDACTED] WAS FOLLOWING UP AN INFORMATION REPORT (CONTROL REFERENCE NUMBER 050903) REGARDING [REDACTED] ([REDACTED], AGE [REDACTED]). [REDACTED] DISCLOSED THE FOLLOWING: AT SCHOOL (NAURUAN PRIMARY SCHOOL) THE “NAURUAN BOYS RUN UP AND TOUCHED ME ON THE BOTTOM AND THEN RUN AWAY [REDACTED] EXPLAINED THAT THIS MADE HER FEEL UNCOMFORTABLE. CW QUESTIONED IF ANYTHING ELSE OCCURRED AT SCHOOL THAT MADE HER FEEL UNCOMFORTABLE [REDACTED] STATED ""NO"" CW QUESTIONED [REDACTED] WHEN THIS OCCURRED AND SHE STATED ""LAST WEEK AT SCHOOL, ALL THE TIME""."
SCA15.0587,12/09/2015,NO,INFORMATION,INFORMATION,"ON 12 SEPTEMBER 2015, CLIENT SERVICE OFFICER (CSO) [REDACTED] WAS CONDUCTING ASSIGNED DUTIES AT RPC 3 OPEN CENTRE PROCESSING CENTRE. AT APPROXIMATELY 1405 HOURS ASYLUM SEEKER [REDACTED] ([REDACTED] YEARS) RETURNED TO RPC 3 WITHOUT HIS MOTHER [REDACTED]. HOWEVER, [REDACTED] UNCLE ASYLUM SEEKER[REDACTED] WAS WITH HIM. CSO [REDACTED] EXPLAINED TO [REDACTED] THAT DUE TO [REDACTED] BEING A MINOR HE SHOULD HAVE RETURNED TO RPC 3 WITH HIS MOTHER ([REDACTED]). CSO [REDACTED] CONTACTED [REDACTED] BY PHONE AND SHE EXPLAINED TO CSO [REDACTED] THAT SHE WAS CURRENTLY ON THE BUS PASSING RPC I RETURNING TO RPC 3. WHEN [REDACTED] ARRIVED AT RPC 3 SHE WAS SPOKEN TO BY CSO [REDACTED] AND WELFARE OFFICER CSO [REDACTED] AND WAS REMINDED THAT HER CHILDREN WERE TO REMAIN WITH HER AT ALL TIMES WHILST ON OPEN CAMP"
SCA15.0588,12/09/2015,YES,MINOR,Self-Harm Threat,AT THE MENTIONED TIME ABOVE ASYLUM SEEKER (AS) [REDACTED]. [REDACTED] APPROACHED CULTURAL ADVISER [REDACTED] AND STATED THAT A COUPLE OF MONTHS AGO HE AND HIS FAMILY HAD RSD REFUSAL AND SINCE THEY WERE BANNED TO GO FOR OPEN CAMP. [REDACTED] STATED THAT HE HAD CHANGED HIS MIND AND LIKE TO HAVE RSD [REDACTED] MENTIONED THAT HE TALKED TO HIS LAWYER AND CASE MANAGER AND THEY ADVISED HIM TO PUT IN A REQUEST. [REDACTED] TOLD (CA) [REDACTED] THAT HE HAD AN INTERVIEW WITH CAPS LAST WEEK AND THEY TOLD [REDACTED] THAT HE HAS TO WAIT UP TO 2 WEEKS IN ORDER TO PASS THE PROCESS. [REDACTED] IS NOT ALLOWED TO GO FOR OPEN CAMP SO HE WAS FRUSTRATED AND TOLD (CA)[REDACTED] THAT HE IS REALLY BORED AND HE WANTS TO GO OUT BUT IF THEY DON’T LET HIM GO OUT FOR OPEN CAMP HE WILL DO SELF-HARM. (CA) [REDACTED] ADVISED HIM THAT SELF-HARM IS NOT THE SOLUTION FOR THIS MATTER AN ENCOURAGED HIM TO BE PATIENT. HE WAS ADVISED THAT ANYONE WHO SELF-HARMS GETS PLACED ON HIGH WATCH. [REDACTED] ACKNOWLEDGED HE UNDERSTOOD THIS SO HE WILL NOT SELF-HARM SMILING AT CA [REDACTED].
